,text,y_true,y_RNN,y_SVC
16453,enter dark night quick maria clara mademoisell man hous deliv thought memori villa estoril shelter conniv conflict master servant casino grandmoth gambl money given ladi wait sister hate beauti belov father without famili withdrawn attic whose entranc defend day leav undergo open heart surgeri hospit sixteen key back cupboard relic unknown lineag photo school notebook toy mani clue stop get lost cours genealog investig prolifer narrat branch contradict game conjectur superimposit mobil chronicl buri childhood final appear diari written thirti year later object stori becom creation refer first genr literari histori cosmogoni,25,25,25
66801,verbatout finish famili game base student must collect player win compos verb finir conjug specif ten goal get child recogn learn memor present indic past imperfect simpl futur condit pluperfect subjunct contain card rule,8,8,8
51587,inflat spa castl model place 180 enjoy therapeut benefit offer profession home fantast ideal use peopl assembl instal veri simpl also ha practic accessori help maintain quick system capabl minut includ thermal mat addit protect scratch punctur insul ground thus water temperatur longer among qualiti detail highlight super lcd control panel function bath safeti measur cover prevent get dirti unwant fact restrict thank lock approxim diamet height empti weight full 730 heat 500 filtrat pump capac 700 liter,23,23,23
78819,empti spray bottl plastic water flower sprayer plant live room salon descript made high qualiti materi sweet candi color fashion model non toxic environment protect health adjust nozzl straight jet fine mist conveni oper anti slip base safeti net instal come durabl reliabl trigger stream set veri lightweight easi use carri perfect household need includ clean hair care shape fit easili adult hand product essenti oil mani 105 capac 600ml pink packag,24,24,24
8030,herlitz structur notebook cover glu label brown,21,21,21
37694,pokemon hidden forc seri set card includ chansey 115 trainer shini leveinard poke ball invers without duplic energi combat psychic fire,5,5,5
48194,elv llanowar oop 5th,5,6,5
48135,reeli 12605 s029 s020 axl knuckl shock absorb bridg pack,9,9,9
45129,echo pari ouest 118 1959 path recoveri denai grand district,18,18,18
64209,heidi priest figur figurin,4,4,4
71341,kid gameskid gamesinflat water sprayernew sprayer toycool summermulticolor inflat connect pipe diamet inlet 06inch plea choos appropri put bag sprinkler toy becom stabl use top palm giant 61inch spray ball fill gas,11,24,11
60884,complet tank ryobi brush cutter compat rbc52fsbo 5133002544 rbc52fsbb 52cc 5133002385 rbc42fsbb 5133002384 rbc42fsbo 5133002543 rbc38sb 5133000432 rbc52sb 5133038 gray hous rbc40sb 5133035 rbc42fsb 5133001876 rbc52fsb rbc52fsbbs 5133002391,24,24,24
60477,simpl fashion throw pillowcas coffe cushion sofa home decor cc759 pillow case cafe featur 100 brand new high qualiti perfect place librari book store parti club materi linen shape squar 45cmx45cm color pictur show plea allow slight deviat measur understand thank packag content inner includ,14,14,14
7813,simpl linen creativ beauti pillow case pillowcas car cover koko1510 descript bed sofa chair materi color placement ha begun affect overal style interior decor season chang replac also add joy life therefor differ bring home fashion blend 40x40cm note accord manual measur plea check chart care befor buy item inch 254 actual may slight pictur shown websit caus mani factor bright monitor light photo take packag includ without inner,14,14,14
319,poolex jetlin select heat pump r32 revers pool extend swim season much possibl give opportun enjoy april beauti day octob type 15c 40c shell perfect resist ray corros make rang even effici thank twist titanium compressor doubl spiral coeffici perform becom greater condit air water temperatur 26c new mode allow quick start stop automat depend activ cool offer oper digit control panel easili manag desir 43c howev recommend put winter storag life easier,23,23,23
27319,piec cedar sauna louvr vent grill natur wood 20cm magid descript must item build ani project 3x13 5cm 8x5 3inch slot air made premium beauti solid easi instal sharp surfac edg perfect help introduc fresh great enjoy home relax elimin fatigu specif materi color pictur show approx packag includ note plea allow 3cm error due manual measur pls make sure mind befor bid differ monitor may reflect actual thank understand,23,23,23
76210,gaull letter note notebook etc volum plon publish,19,19,19
13170,histori aubusson end middl age ancien regim,19,25,0
44455,hayward replac filter cartridg c0750 cx0750re haywardhayward pool filtrat import element water clariti must work treatment product made high qualiti reinforc polyest maximum surfac easili retain impur debri,23,23,23
4742,clipperton lagoon atol,19,25,19
31383,led mask cold light music sound control lumin glow halloween decor zheng3858 descript model use scene outdoor ride christma parti color subject real thing shelf life year power suppli aaa batteri includ product certif roh list voic,16,16,16
48521,extend land gear leg support protector extens dji pro mavic zoom 3808 generic amp descript 100 brand new high qualiti increas safeti height secur snap design quick instal remov allow take uneven surfac lift keep aircraft away dirt thumb guard protect transmitt stick transport storag packag includ,9,9,9
70113,blunt david kemsley trick view clipbr ibdavid brilliant mind keep surpris usbi ieffecti brand new pencil sharpen instant hurt turn back veri easi learn perform doe almost work use trade show street magic kid possibl endless effect need gimmick instruct booklet teach detail construct home get one origin idea ever seen ipagesi color black white photo illustr saddl,6,8,7
49540,zodiac vortex carri bag use transport bagto facilit storag robot store thus protect effect,23,23,23
27383,gil andr glenat,19,19,18
30498,alfr musset complet work poem literatur mix,19,25,25
50799,led outdoor string light garden christma bell head fairi lamp solar power fua2137 featur wide use room garag billboard product festiv easi instal surfac glass wood metal plastic high qualiti long life indoor perfect christmaswindowdisplay mani holiday space 15cm militari marin materi pvc panel 80ma batteri 600mah nickel hydrogen 14x7x9cm line mode constant flicker adjust time full bright hour depend weather day charg content ledlight,16,16,16
28187,situat game mathemat learn kindergarten practic meet specif need manipul sensori child ensur cognit linguist psycho affect cultur motor develop howev offici instruct insist fact level onward offer real research open onto action question allow book function ritual also construct teacher broken problem observ train consolid extent includ discoveri world section follow success address object logic approach space shape quantiti number structur time part summari program theoret overview concept cover educ benchmark befor implement chosen appendic photocopi evalu tabl complet set,25,25,25
47413,pack gillett blue3 dispos razor footbal edit,12,10,1
6960,sport silicon watch band strap garmin vivofit junior stream replac kid fit watchfeatur 100 brand new high qualiti person wristband match daili style cover choicesconcis color fashion add imag small larg perfect turn tracker statement compat materi width 22mm 24cmpackag content,11,11,11
82688,28752 intex prism frame abov ground round pool 549 122 reinforc steel structur cover anti rust layer design relax famili fun long parti friend includ tarpaulin support canva ladder filter pump suppli complet follow accessori water recommend 5678 use per day base,23,23,23
27907,franc footbal bi 2744 charl bietri artur jorg psg le vert houllier,18,18,18
17834,fine geometr lace jacqu tull window drape valanc panel fabric fabricproduct sell point filter light soft pleasant billow enjoy read sip coffe next eleg romant curtain home beauti comfort creat pretti modern addit decor good gift parent friend colleagu select materi strong durabl less like rip tear exquisit workmanship smooth suitabl descript color pictur part well style polyest washabl 132x160cm x63 wash care machin cold water gentl cycl bleach tumbl dri packag content curtainnot use door background shop display item photo may show slight differ comput monitor sinc calibr hope understand,14,13,14
58010,uni ball pack gel ink roller signo broad um153c grip pte larg 1mm green rollerbal pen point greensup inkdoubl system write,21,21,21
10842,cdaffair panel eyelet 140 280 metal print veil quadri white silver four color voil,14,14,14
18109,book alto piano sheet music beginn edit boosey hawk fast forward shoot star step stone katherin hugh colledg viola,19,19,19
51962,1plus portabl mini video consol kid gift 218 classic game hu168 handheld function super cost effect high qualiti devic combin made ab environment friend materi core plus built inch definit larg screen recharg lithium batteri headset also connect price perform ratio make everi dollar spend well excel experi ergonom bodi design ensur comfort grip ultra sensit non slip button precis control backlit creat dramat gameplay immers excit world enjoy great relax decompress ani time easi use start open wear anytim anywher fun reliev fatigu elimin tension reduc stress let adjust mind better respond challeng bring whole famili day parti everyon share interact entertain contest enhanc parent child laughter happi stylish eleg surpris joy lover age product specif type quantiti 1pc color blue white display 320 480 dot tft power suppli mode aaa compat loss,2,2,2
